var	tipo	nulo	llave	"valor"
CLPAIS	D	NA	228	"Marruecos"
CLPAIS	D	NA	229	"Mauricio"
CLPAIS	D	NA	230	"Mauritania"
CLPAIS	D	NA	231	"Mozambique"
CLPAIS	D	NA	232	"Namibia"
CLPAIS	D	NA	233	"Níger"
CLPAIS	D	NA	234	"Nigeria"
CLPAIS	D	NA	235	"República Centroafricana"
CLPAIS	D	NA	236	"Sudáfrica"
CLPAIS	D	NA	237	"Ruanda"
CLPAIS	D	NA	238	"Santo Tomé y Príncipe"
CLPAIS	D	NA	239	"Senegal"
CLPAIS	D	NA	240	"Seychelles"
CLPAIS	D	NA	241	"Sierra Leona"
CLPAIS	D	NA	242	"Somalia"
CLPAIS	D	NA	243	"Sudán"
CLPAIS	D	NA	244	"Swazilandia"
CLPAIS	D	NA	245	"Tanzania"
CLPAIS	D	NA	246	"Chad"
CLPAIS	D	NA	247	"Togo"
CLPAIS	D	NA	248	"Túnez"
CLPAIS	D	NA	249	"Uganda"
CLPAIS	D	NA	250	"República Democrática del Congo"
CLPAIS	D	NA	251	"Zambia"
CLPAIS	D	NA	252	"Zimbabwe"
CLPAIS	D	NA	253	"Eritrea"
CLPAIS	D	NA	254	"Sudán del Sur"
CLPAIS	D	NA	299	"Otros países de África"
CLPAIS	D	NA	301	"Canadá"
CLPAIS	D	NA	302	"Estados Unidos de América"
CLPAIS	D	NA	303	"México"
CLPAIS	D	NA	310	"Antigua y Barbuda"
CLPAIS	D	NA	311	"Bahamas"
CLPAIS	D	NA	312	"Barbados"
CLPAIS	D	NA	313	"Belice"
CLPAIS	D	NA	314	"Costa Rica"
CLPAIS	D	NA	315	"Cuba"
CLPAIS	D	NA	316	"Dominica"
CLPAIS	D	NA	317	"El Salvador"
CLPAIS	D	NA	318	"Granada"
CLPAIS	D	NA	319	"Guatemala"
CLPAIS	D	NA	320	"Haití"
CLPAIS	D	NA	321	"Honduras"
CLPAIS	D	NA	322	"Jamaica"
CLPAIS	D	NA	323	"Nicaragua"
CLPAIS	D	NA	324	"Panamá"
